brewery_id,brewery.name,brewery.address,brewery.contact,brewery.homepage,brewery_programs
56,남도가양주,"전남 목포시 동명로 58, 1층",061-261-3636,https://smartstore.naver.com/namdobrewery/,
57,남도탁주,전라남도 나주시 노안면 노안로 379,010-9855-2577,https://smartstore.naver.com/jeonggojib,
58,남한산성소주,경기도 광주시 곤지암읍 연곡리 51,031-482-8000,http://www.sansungsoju.com/,
59,내국양조,충청남도 논산시 연무읍 마봉로 361,041-742-3413,https://naekook.modoo.at/,
60,내변산양조장,전라북도 부안군 행안면 부안농공단지길1411,063-582-0027,https://shopping.naver.com/fresh/traditionalalcohol/stores/100068999,
61,내장산복분자영농조합,전북 정읍시 북면 장학 1길,063-536-8080,http://www.bokbunja.co.kr/,
62,내촌주조,경기 포천시 내촌면 포천로 57,031-532-2928,,
63,녹천주조장,충남 서천군 한산면 한마로 105,041-951-9191,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113506,
64,농대마주조,전남 영광군 대마면 동삼로 699,061-351-9988,,
65,농암종택전통주,경상북도 안동시 도산면 가송길 162176,02-6263-1202,http://www.ellyeoppyunjoo.com/,
66,농유토피아,경북 안동시 남후면 큰광음길 107,070-7439-3129,http://www.sojumall.com/,
67,농입장주조,충남 천안시 서북구 입장면 성진로 808,010-5430-8741,https://yeonmiju.modoo.at/,
68,농태평주가,전북 진안군 진안읍 거북바위로3길 1535,063-433-0078,www.hongsamjumall.com,
69,뉴룩,경기도 화성시 동탄대로 6361 1001호,010-7609-6740,https://smartstore.naver.com/newlook_everyday,
70,다농바이오,충청북도 충주,,https://smartstore.naver.com/danongbio,
71,다담도가,경상북도 상주시 외남면 지사3길 16,054-532-9363,https://smartstore.naver.com/dadamdoga,
72,다도참주가,전라남도 나주시 다도면 신촌2길 9,080-2802-211,http://chamjuga.com/,"양조장 견학, 소개 및 시음 | 장소 | 다도참주가 | 내용 | 다도참주가 양조장을 견학하고  막걸리 시음 후 참주가막걸리 2종세트를 증정합니다. | 소요시간 | 1시간 | 투어비용 | 10,000원 | 막걸리 빚기 | 장소 | 다도참주가 | 내용 | 양조장 소개, 견학 및 시음과 백설기를 활용한   막걸리 빚기 체험 후 참주가막걸리 3종세트를 증정합니다. | 소요시간 | 1시간 30분 | 투어비용 | 25,000원"
73,다랭이팜,경남 남해군 남면 남면로 679번길 275,055-863-0979,https://darangyifarm.modoo.at/,
74,달빛술래,경기도 양평군 서종면 길곡2길 28 (문호리),010-2777-3404,https://dalbitsuul.modoo.at/,
75,달성주조,대구광역시 달성군 논공읍 비슬로208길 10 달성주조,0507-1367-1911,https://smartstore.naver.com/dalseongkr,
76,달홀주조,강원도 고성군 간성북로 42번길 5,033-681-2008,http://dalholju.com/,
77,담양죽향도가,담양군 담양읍 외다길30,061-381-8700,http://jhdg.co.kr/,
78,담을,충청북도 충주시 엄정면 도자기길 16,010-3904-6477,https://smartstore.naver.com/dameul_service,
79,담을술공방,충청북도 충주시 엄정면 신만리 21134,010-6762-6267,https://dameul6267.modoo.at/,
80,대강양조장,충북 단양군 대강면 대강로 60,043-422-0077,http://www.krwine.com,
81,대농바이오우리산삼,경기도 광주시 퇴촌면 천진암로 684,031-798-9757,http://www.woorisansam.com,
82,대대로영농조합,전남 진도군 군내면 둔전리 98,061-542-3399,http://www.ehongju.co.kr,
83,대밭고을,경상남도 사천시 곤양면 후전길 16,010-9321-4000,https://smartstore.naver.com/bamboosul,
84,대윤가야곡주조,충청남도 논산시 가야곡면 매죽헌로 809,041-741-7977,https://shopping.naver.com/fresh/traditionalalcohol/stores/100112678,
85,대작영농조합,강원도 철원군 동송읍 이평로34번길 2028,010-5338-2443,https://blog.naver.com/daejak_ricewine,
86,대향와이너리,경북 영천시 금호읍 원제1길 2716,,https://smartstore.naver.com/daehyang?NaPm=ct%3Dm5g6eshk%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3Dnull%7Chk%3D7590df71a824276f3247e6b7d47d5a42f7e639a6,
87,더한주류,서울시 은평구 증산로7길 2813,02-2280-8080,www.thehan.kr,
88,덕두도가,"제주시 한림읍 광산로 4911, 2동",010-7772-3081,https://smartstore.naver.com/deokdoo,
89,덕유양조,전북특별자치도 무주군 안성면 장무로 13757,063-323-2355,http://www.meoruwine.co.kr/,"와인 족욕 체험 | 장소 | 체험장 '술고지' | 내용 | 따뜻한 족욕물에 와인을 풀어 향긋하게 즐기는 와인족욕체험 | 소요시간 | 30-50분 | 투어비용 | 16,000원 | 와이너리 투어 (*최소 일주일 전 유선문의 필수) | 장소 | 체험장 ‘술고지’ | 내용 | 덕유의 역사에서부터 발효실 투어 및 시음을 할 수 있는 투어 | 소요시간 | 1-2시간 | 투어비용 | 25,000원(인당) | 나만의 와인잔 만들기 | 장소 | 체험장 ‘술고지’ | 내용 | 세상에 단 하나뿐인 나만의 와인잔 | 소요시간 | 1-2시간 | 투어비용 | 32,000원(인당)"
90,도깨비양조장,충북 단양군 가곡면 사평3길 5,070-4133-2030,https://smartstore.naver.com/dokkaebisul/products/4676621051,
91,도란원,충청북도 영동군 매곡면 옥전리 8251,043-743-2109,http://xnhg3b13gpoq4muubvz4a.kr/,"와인 족욕 | 장소 | 와이너리 족욕장 | 내용 | 와인의 풍부한 비타민 유기산이 혈액순환을 원활하게 하여 피로감을 줄이고 피부미용을 돕는 족욕체험 | 소요시간 | 20분 | 투어비용 | 20,000원 (5인 이상) | 와인 체험 | 장소 | 샤토미소 와이너리 | 내용 | 샤토미소 브랜드의 5종 이상의 와인 시음 및 견학 | 소요시간 | 1시간 | 투어비용 | 20,000원 (5인이상) | 와인 만들기 | 장소 | 샤토미소 와이너리 | 내용 | 직접 와인을 만들어 보는 체험 | 소요시간 | 1시간 | 투어비용 | 40,000원 (5인 이상) | 와인 칵테일 만들기 | 장소 | 샤토미소 와이너리 | 내용 | 샤토미소 브랜드의 와인으로 칵테일을 만들어 보는 체험 | 소요시간 | 1시간 | 투어비용 | 20,000원 (5인 이상)"
92,도반주조,"경기도 파주시 금정 12길4 1층,도반주조",,https://smartstore.naver.com/dovan_brewery/,
93,동강산머루영농조합,강원도 영월군 영월읍 동강로 1431,033-373-1477,,
94,동강주조,"경기도 성남시 분당구 정자일로 95, NAVER 1784, 13561",010-3313-5589,https://smartstore.naver.com/eastriverbrewery,
95,동문거리양조장,전북 전주시 완산구 동문길99,010-3677-3338,http://www.moju.kr/,
96,동백1917,농업회사법인 주식회사 동백1917,,https://smartstore.naver.com/busandongbaek1917/products/9194545227?,
97,동백양조,부산광역시 기장군 정관읍 정관로 266,051-727-1472,,
98,동해명주,경북 포항시 남구 동해면 일월리 511,054-284-3049,https://www.yangjo.com/,
99,두레박,충남 서천군 한산면 충절로 1154,,,
100,두레양조,충청남도 천안시 서북구 입장면 율목길 176,041-583-8213,www.duraean.co.kr,"양조장 견학 및 시음 | 장소 | 두레양조장 | 내용 | 양조장 소개 및 제조장, 술 미니 박물관 견학 및 시음 | 소요시간 | 1시간 | 투어비용 | 20,000원(인당) | 와인 만들기 체험 | 장소 | 두레양조장 | 내용 | 포도 수확철 포도 따서 와인 만들어 가기 | 소요시간 | 1-2시간 | 투어비용 | 40,000원(인당)"
101,두루미양조장,강원도 철원군 동송읍 이평리 1564,018-997-190,https://makers.kakao.com/items/100078992,"양조장 견학_2 | 장소 | 우창(두루미양조장) | 내용 | 양조장 안내 및 시음 / 오래된노래750ml | 소요시간 | 30분 | 투어비용 | 25,000원(인당) | 양조장 견학_4 | 장소 | 우창(두루미양조장) | 내용 | 양조장 안내, 전통주 이론, 단양주빚기, 술거르기, 시음 / 대관람차500ml | 소요시간 | 1시간 30분 | 투어비용 | 55,000원(인당) | 양조장 견학_1 | 장소 | 우창(두루미양조장) | 내용 | 양조장 안내 및 시음 / 대관람차500ml | 소요시간 | 30분 | 투어비용 | 15,000원(인당) | 양조장 견학_3 | 장소 | 우창(두루미양조장) | 내용 | 양조장 안내, 전통주 이론, 술거르기, 시음 / 대관람차500ml | 소요시간 | 1시간 | 투어비용 | 35,000원"
102,두루미양조장구름아양조장,강원도 철원군 동송읍 금학로 3172 동송농공단지,010-8806-3927,http://www.doorumi.cafe24.com/index.html,
103,두술도가,경북 문경시 가은읍 가은5길 7 아자개장터,010-4276-2329,https://www.instagram.com/doosooldoga/,
104,디오케이브루어리,"서울특별시 강북구 삼양로 455, 1층",010-2481-4707,https://www.instagram.com/dokbrewery/,
105,롯데칠성음료,경북 경산시 진량읍 대구대로 28433,02-3479-9114,https://company.lottechilsung.co.kr/kor/main/index.do,
106,리밋브루잉,경기도 화성시 마도면 마도로609번길 161 1동,,https://smartstore.naver.com/remeet_brewing,
107,리큐랩,부산광역시 영도구 남항새싹길 186,070-4116-3120,https://smartstore.naver.com/sulhadam,
108,림프루츠영농조합,충북 영동군 영동읍 어미실길 92,010-3474-4343,,
109,마마스팜,마마스팜,010-5479-8075,http://www.mamasfarm.kr/,
110,마스브루어리,경기도 화성시 송산면 삼일공원로 438 101호,,https://smartstore.naver.com/marsbrewery,
111,만수주조영농조합,경북 영주시 안정면 용주로1364번길 12 베지밀영주대리점,054-634-5641,,
112,맹개술도가,경북 안동시 도산면 선성중앙길 32,010-5222-0090,https://smartstore.naver.com/millfun,
113,메들리,"경기도 김포시 태장로 741, 361호(장기동)",010-9695-1275,https://www.ourmedley.com/,
114,면천두견주,충남 당진시 면천로 성하로 250,041-355-5430,http://www.면천두견주.한국,
115,명세주가,충청북도 청주시 상당구 가덕면 한계길 325,0507-1309-8051,https://smartstore.naver.com/mssool,
116,명인안동소주,경북 안동시 풍산읍 산업단지6길 6,054-856-6903,http://www.adsoju.com,"안동소주 전통방식 제조체험 및 현대화 시설 견학 | 장소 | 안동소주 박물관, 제조시설 및 공장 | 내용 | 국가유산으로 지정된 방법 안동소주 제조방법을 그대로(누룩 만들기·밑술 담그기·소주고리 증류 등) 체험하신 후 현대화된 시설을 견학합니다.  프로그램 순서는 안동소주 박물관 투어 → 국가유산 안동소주 제조체험 → 안동소주 공장 견학입니다. | 소요시간 | 1시간 - 1시간 30분 | 투어비용 | 20,000원 | 국가유산·명인 조옥화 안동소주·칵테일 시음 | 장소 | 국가유산·명인 조옥화 안동소주 | 내용 | 국가유산·명인 조옥화 안동소주 25도·45도를 시음한 뒤 칵테일(기주: 45도 안동소주)을 맛보실 수 있습니다. 시음 후 테이스팅 노트 및 칵테일 레시피 카드를 제공해 드립니다. 시음 순서는 조옥화 안동소주 제조과정 등 소개 → 조옥화 안동소주 25도/45도 시음 → 조옥화 안동소주 칵테일 시음 순서입니다. | 소요시간 | 20분 - 40분 | 투어비용 | 10,000원"
117,명주도가,충청남도 보령시 주교면 고인돌길 55,010-6211-5840,https://xno39a70mg2fhxq.com/,
118,명품안동소주,경북 안동시 풍산읍 유통단지길 12434,054-853-1200,https://smartstore.naver.com/andongmyongju/products/3458697714,
119,모월,강원 원주시 판부면 판부신촌길 84,033-748-8008,http://www.mowall.co.kr/,
120,몬스터빌리지,경남 산청군 산청읍 친환경로 2720번길 73,0507-1371-2178,https://smartstore.naver.com/monstervillage,
121,몽타주조,"서울특별시 강서구 강서로 54길 107, 2층",02-2658-0815,https://smartstore.naver.com/mongta_jujo,
122,문경주조,경상북도 문경시 동로면 노은리 192번지,054-552-8285,https://mgomijasul.modoo.at/,
123,문경호산춘,경북 문경시 산북면 운달로7,054-552-7036,https://blog.naver.com/hwang79s,
124,문배주양조원,경기 김포 통진 검암2로15번길 27,070-7017-4726,www.moonbaesool.co.kr,
125,미더리봉자,강원도 춘천시 소양고개길 6 미더리봉자 (우 : 24272),010-9081-4404,https://smartstore.naver.com/beewaltz,
126,미송주가,경북 경산시 진량읍 대학로 9674,0507-1401-2024,https://smartstore.naver.com/misongbrewery/products/5161443003,
127,미음넷증류소,"경기도 파주시 운정안길 491 1동, 2동",031-8071-3118,https://smartstore.naver.com/fourmieum,
128,민속주왕주,충남 논산시 원댕이길 265,041-741-8353,,
129,민주술도가,경기도 포천시 소흘읍 거친봉이길 5835 나동 민주술도가,031-542-5423,https://smartstore.naver.com/minjusool,
130,밀과노닐다,경북 안동시 도산면 가송길 162123,054-841-1105,www.jinmaek.co,"진맥소주 양조장 투어 | 장소 | 맹개마을 및 양조시설 | 내용 | 진맥소주의 근원지, 맹개마을 및 양조시설들을 둘러보고 진맥소주 제품들을 시음하는 프로그램 ( 트랙터타고 낙동강 건너기, 시음 4종, 다과 포함) | 소요시간 | 2시간 - 2시간 30분 | 투어비용 | 35,000원 | 진맥소주 증류체험 | 장소 | 밀과노닐다 | 내용 | 양조장 시설들을 둘러보고 동증류기를 이용하여 진맥소주를 내리는 체험으로 증류에 대한 설명과 함께 진행 (트랙터 타고 낙동강 건너기, 시음 4종, 직접 증류한 진맥소주 50ml 포함) | 소요시간 | 3시간 - 3시간 30분 | 투어비용 | 50,000원"
131,밀양클래식술도가,경상남도 밀양시 단장면 표총로 1765 밀양클래식술도가,055-356-1616,https://djclassicstore.modoo.at/,
132,밀향,경상남도 밀양시,,,
133,발효공방1991,"경북영양군영양읍군청길49,주2동및주3동일부",070-7361-1991,https://smartstore.naver.com/balgong1991,
134,밝은세상영농조합,경기도 평택시 포승읍 충열길 37,031-683-0981,https://www.instagram.com/tigercalyx/?hl=ko,"담금주 체험 | 장소 | 밝은세상영농조합 | 내용 | 양조장의 증류주로 만들어보는 다양한 플레이보의 담금주 만들기 | 소요시간 | 1시간 | 투어비용 | 2,5000원 | 단체워크샵 | 장소 | 밝은세상영농조합 | 내용 | 당일 코스, 1박2일 코스 | 소요시간 | 별도 문의 | 투어비용 | 별도 문의"
135,방풍도가,강원도 강릉시 미노길 103,010-6380-3963,http://www.bangpungdoga.com/,
136,배금도가,경북 김천시 구성면 부항로 2156,010-6309-7616,http://begum.co.kr/,
137,배다리도가,경기도 고양시 덕양구 화신로 168 (행신동) 햇빛마을 21단지,010-7687-9392,https://www.baedaridistillery.com/,
138,배상면주가,경기도 포천시 화현면 화현리 512,031-531-9300,https://www.soolsool.co.kr/,"가양주빚기 체험 | 장소 | 전통술박물관 산사원 내 1층 가양주교실 | 내용 | 직접 만들어 보는 가양주 체험 | 소요시간 | 1시간-1시간 30분 | 투어비용 | 30,000원(인당)"
139,배혜정도가,경기도 화성시 정남면 서봉로 835,031-354-9376,http://www.baedoga.co.kr/,
140,백경증류소,세종특별자치시 장군면 평기길 151,010-9730-8191,https://www.bkdistillery.com/,
141,백년주조,경상북도 김천시 영남대로 1322,010-7746-8866,https://smartstore.naver.com/y100001,
142,백록주가,제주특별자치도 제주시 선반로4길 54,064-757-1864,http://madeinjeju.co.kr/,
143,백운주가,전남 광양시 옥룡면 죽천리 7151,061-763-6651,https://bwsool.modoo.at/,
144,백제명가주조,충청남도 서천군 한산면 충절로 1133,041-953-5101,https://smartstore.naver.com/baekje2012,
145,백주도가,경상북도 예천군,,,
146,법전양조장,경북 봉화군 법전면 법전로 87,054-672-4522,https://cheongryangju.modoo.at/,
147,벗드림,"부산광역시 북구 덕천로247번길 3, 2층",051-337-3762,https://butdream.modoo.at/?NaPm=ct%3Dkhvqprdz%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3Dd2521ff08b7af8f71afa71d4392e797b803c7da0,
148,별빛드리운못,청남도 홍성군 결성면 만해로115번길 6211,010-6745-6769,http://byulbit.kr/,
149,병영주조장,전남 강진군 병영면 하멜로 407(성남리 1403),061-432-1010,http://byjujo.modoo.at/,
150,보석양조장,서울 성북구 보문로 44 1층,,https://www.instagram.com/bosuk_brewery/,
151,보성강하주,전남 보성군 회천면 장목길 43,061-852-8259,,
152,복순도가,울산광역시 울주군 상북면 향산리 439,1577-6746,http://www.boksoon.com/,
153,봄내양조장,"강원도 춘천시 춘추로 187번길 11, 1층",010-7742-8046,https://url.kr/kasf3n,
154,봇뜰,경기도 남양주시 진접읍 팔야로 9141,031-528-3150,http://botttle.co.kr/,
155,봉하마을,경상남도 김해시 진영읍 봉하로 12215,055-344-1230,https://www.bongha.net/goods/goods_view.php?goodsNo=1000000668,
156,부자진,경기도 양평군 강하면 운심길 19,050-5550-8880,https://bujagin.com/,
157,부즈앤버즈미더리,경기도 용인시 처인구 모현읍 초부로 148번길 2342 다동,031-333-0177,https://www.bzbzzmeadery.com/,
158,불로생우리쌀막걸리,대구 중구 명륜로 12길 16,053-252-2385,http://www.daegutakju.co.kr/main/main.htm,
159,불로주,경북 포항시 북구 청하면 소동리 7202,054-246-0321,,
160,붉은진주,전북 무주군 안성면 덕유산로 482,063-323-3366,http://www.mujuwine.co.kr/,
161,브리즈앤스트림,강원도 인제군 기린면 조침령로 1628 (브리즈앤스트림) 1층 (우 : 24653),070-8839-9000,https://smartstore.naver.com/breeze_n_stream,
162,블루컴퍼니,충청북도 영동군 양산면 호탄길 5323,010-5432-9235,http://www.블루와인.kr,
163,비노케슬,경상북도 경산시 남천면 산전길 84 (우 : 38695),010-6719-8519,https://smartstore.naver.com/vinocastle,
164,비전레드,충청북도 충주시 중앙탑면 인담길 351,043-844-1616,https://dancingcider.com/index.html,
165,빛올양조연구소,경상남도 함안군 군북면 의봉로27,055-583-0996,https://shinybrewer.com,
166,사곡양조장,충남 공주시 사곡면 마곡사로 49,041-841-9308,https://smartstore.naver.com/gongjubamsul,
167,사리원,대전광역시 서구 둔산로31번길 77 사리원,042-487-4208,https://sariwon1951.modoo.at/,
168,사일로,세종시 연동면 청연로 716,0507-133-56233,https://silobrewery.co.kr/,
169,산내들와이너리,경북 영주시 단산면 영단로601번길 64,010-6646-2434,https://smartstore.naver.com/sobaekwine,
170,산들벗,전라북도 무주군 적상면 사천리 205,02-6930-5566,https://smartstore.naver.com/sd_associates,
171,산막와이너리,충북 영동군 영동읍 산막골길 3145,043-745-3888,http://www.sanmacwine.com/web/main/,
172,산머루농원영농조합,경기도 파주시 윗배우니길 44125,031-958-4558,https://sanmeoru.modoo.at,"나만의 와인 | 장소 | 산머루 농원 | 내용 | 생산되어 있는 머루와인을 본인의 병에 담아가기 | 소요시간 | 1시간30분-2시간 | 투어비용 | 개인당 15,000원 | 머루수확체험 | 장소 | 산머루 농원 | 내용 | 머루수확체험 | 소요시간 | - | 투어비용 | 개인당 8,000원 | 머루와인만들기 | 장소 | 산머루 농원 | 내용 | 머루와인 만들기 + 와이너리투어 + 시음 | 소요시간 | - | 투어비용 | 개인당 20,000원 / 2명 이상 | 패키지체험 | 장소 | 산머루 농원 | 내용 | 머루초콜릿 + 머루쨈 + 머루비누 + 와이너리투어 + 시음 | 소요시간 | - | 투어비용 | 개인당 20,000원"
173,산수,강원도 홍천군 화촌면 야시대로 21157,070-4195-0772,https://www.facebook.com/sansoosool/,
174,삼산주조장,전남 해남군 삼산면 고산로 5831,061-534-5507,https://samsanjujo.co.kr/,
175,삼양춘,"인천광역시 남동구 호구포로 50, 8층 8191호 (엘아이지식산업센터)",032-851-8979,http://samyangchoon.com/,
176,삼오식품,대구광역시 달서구 성서서로48길 24 1층,053-710-1086,https://smartstore.naver.com/chamwoori,
177,삼해소주,서울 종로구 창덕궁길 142,010-5216-8093,https://samhaesoju.kr/,
178,삼호주조장,전남 영암군 삼호읍 대불주거5로 154,010-8739-0128,https://smartstore.naver.com/dogasjib/profile,
179,상선주조,전라남도 목포시 노적봉길 19 1층 102호,070-8983-7541,https://smartstore.naver.com/milmulbrewery,
180,상주주조,경상북도 상주시 남성로 7315 1층 (우 : 37196),070-8807-2815,https://smartstore.naver.com/nerdbrew,
181,새순천양조영농조합,전남 여수시 진남상가길 6(중앙동5671),,https://yeosubambadagifishop.modoo.at/,
182,샤또나드리,강원도 홍천군 서면 팔봉산로 81128,010-4173-2908,www.neobeunaewine.com,
183,서울양조장,서울 서초구 효령로34길 7 402A호,0507-1332-8797,https://www.instagram.com/seoulartbrewery/,
184,서울고량주,충청북도 영동군 황간면 독점길 13,043-745-7709,http://kokao.co.kr/,
185,서울장수,충청북도 진천군 광혜원면 죽현길141,080-777-7611,http://www.koreawine.co.kr,
186,서울효모방,"서울시 서초구 서초대로 360, 지하 104호",070-8080-5867,https://www.instagram.com/seoulfermentary/,
